OrderID,CustomerID,EmployeeID,OrderDate,RequiredDate,ShippedDate,ShipVia,Freight,ShipName,ShipAddress,ShipCity,ShipRegion,ShipPostalCode,ShipCountry,delivered,source,customer_norm,employee_norm,order_source_id,orderdate,shippeddate,shipcountry
10311.0,DUMON,1.0,1996-09-20,1996-10-04,1996-09-26,3.0,24.69,Du monde entier,"67, rue des Cinquante Otages",Nantes,,44000,France,1,sql,dumon,1,,,,
10312.0,WANDK,2.0,1996-09-23,1996-10-21,1996-10-03,2.0,40.26,Die Wandernde Kuh,Adenauerallee 900,Stuttgart,,70563,Germany,1,sql,wandk,2,,,,
10313.0,QUICK,2.0,1996-09-24,1996-10-22,1996-10-04,2.0,1.96,QUICK-Stop,Taucherstraße 10,Cunewalde,,01307,Germany,1,sql,quick,2,,,,
10314.0,RATTC,1.0,1996-09-25,1996-10-23,1996-10-04,2.0,74.16,Rattlesnake Canyon Grocery,2817 Milton Dr.,Albuquerque,NM,87110,USA,1,sql,rattc,1,,,,
10315.0,ISLAT,4.0,1996-09-26,1996-10-24,1996-10-03,2.0,41.76,Island Trading,Garden House Crowther Way,Cowes,Isle of Wight,PO31 7PJ,UK,1,sql,islat,4,,,,
10316.0,RATTC,1.0,1996-09-27,1996-10-25,1996-10-08,3.0,150.15,Rattlesnake Canyon Grocery,2817 Milton Dr.,Albuquerque,NM,87110,USA,1,sql,rattc,1,,,,
10317.0,LONEP,6.0,1996-09-30,1996-10-28,1996-10-10,1.0,12.69,Lonesome Pine Restaurant,89 Chiaroscuro Rd.,Portland,OR,97219,USA,1,sql,lonep,6,,,,
10318.0,ISLAT,8.0,1996-10-01,1996-10-29,1996-10-04,2.0,4.73,Island Trading,Garden House Crowther Way,Cowes,Isle of Wight,PO31 7PJ,UK,1,sql,islat,8,,,,
10319.0,TORTU,7.0,1996-10-02,1996-10-30,1996-10-11,3.0,64.5,Tortuga Restaurante,Avda. Azteca 123,México D.F.,,05033,Mexico,1,sql,tortu,7,,,,
10320.0,WARTH,5.0,1996-10-03,1996-10-17,1996-10-18,3.0,34.57,Wartian Herkku,Torikatu 38,Oulu,,90110,Finland,1,sql,warth,5,,,,
10321.0,ISLAT,3.0,1996-10-03,1996-10-31,1996-10-11,2.0,3.43,Island Trading,Garden House Crowther Way,Cowes,Isle of Wight,PO31 7PJ,UK,1,sql,islat,3,,,,
10322.0,PERIC,7.0,1996-10-04,1996-11-01,1996-10-23,3.0,0.4,Pericles Comidas clásicas,Calle Dr. Jorge Cash 321,México D.F.,,05033,Mexico,1,sql,peric,7,,,,
10323.0,KOENE,4.0,1996-10-07,1996-11-04,1996-10-14,1.0,4.88,Königlich Essen,Maubelstr. 90,Brandenburg,,14776,Germany,1,sql,koene,4,,,,
10324.0,SAVEA,9.0,1996-10-08,1996-11-05,1996-10-10,1.0,214.27,Save-a-lot Markets,187 Suffolk Ln.,Boise,ID,83720,USA,1,sql,savea,9,,,,
10325.0,KOENE,1.0,1996-10-09,1996-10-23,1996-10-14,3.0,64.86,Königlich Essen,Maubelstr. 90,Brandenburg,,14776,Germany,1,sql,koene,1,,,,
10326.0,BOLID,4.0,1996-10-10,1996-11-07,1996-10-14,2.0,77.92,Bólido Comidas preparadas,"C/ Araquil, 67",Madrid,,28023,Spain,1,sql,bolid,4,,,,
10327.0,FOLKO,2.0,1996-10-11,1996-11-08,1996-10-14,1.0,63.36,Folk och fä HB,Åkergatan 24,Bräcke,,S-844 67,Sweden,1,sql,folko,2,,,,
10328.0,FURIB,4.0,1996-10-14,1996-11-11,1996-10-17,3.0,87.03,Furia Bacalhau e Frutos do Mar,Jardim das rosas n. 32,Lisboa,,1675,Portugal,1,sql,furib,4,,,,
10329.0,SPLIR,4.0,1996-10-15,1996-11-26,1996-10-23,2.0,191.67,Split Rail Beer & Ale,P.O. Box 555,Lander,WY,82520,USA,1,sql,splir,4,,,,
10330.0,LILAS,3.0,1996-10-16,1996-11-13,1996-10-28,1.0,12.75,LILA-Supermercado,Carrera 52 con Ave. Bolívar #65-98 Llano Largo,Barquisimeto,Lara,3508,Venezuela,1,sql,lilas,3,,,,
10331.0,BONAP,9.0,1996-10-16,1996-11-27,1996-10-21,1.0,10.19,Bon app',"12, rue des Bouchers",Marseille,,13008,France,1,sql,bonap,9,,,,
10332.0,MEREP,3.0,1996-10-17,1996-11-28,1996-10-21,2.0,52.84,Mère Paillarde,43 rue St. Laurent,Montréal,Québec,H1J 1C3,Canada,1,sql,merep,3,,,,
10333.0,WARTH,5.0,1996-10-18,1996-11-15,1996-10-25,3.0,0.59,Wartian Herkku,Torikatu 38,Oulu,,90110,Finland,1,sql,warth,5,,,,
10334.0,VICTE,8.0,1996-10-21,1996-11-18,1996-10-28,2.0,8.56,Victuailles en stock,"2, rue du Commerce",Lyon,,69004,France,1,sql,victe,8,,,,
10335.0,HUNGO,7.0,1996-10-22,1996-11-19,1996-10-24,2.0,42.11,Hungry Owl All-Night Grocers,8 Johnstown Road,Cork,Co. Cork,,Ireland,1,sql,hungo,7,,,,
10336.0,PRINI,7.0,1996-10-23,1996-11-20,1996-10-25,2.0,15.51,Princesa Isabel Vinhos,Estrada da saúde n. 58,Lisboa,,1756,Portugal,1,sql,prini,7,,,,
10337.0,FRANK,4.0,1996-10-24,1996-11-21,1996-10-29,3.0,108.26,Frankenversand,Berliner Platz 43,München,,80805,Germany,1,sql,frank,4,,,,
10338.0,OLDWO,4.0,1996-10-25,1996-11-22,1996-10-29,3.0,84.21,Old World Delicatessen,2743 Bering St.,Anchorage,AK,99508,USA,1,sql,oldwo,4,,,,
10339.0,MEREP,2.0,1996-10-28,1996-11-25,1996-11-04,2.0,15.66,Mère Paillarde,43 rue St. Laurent,Montréal,Québec,H1J 1C3,Canada,1,sql,merep,2,,,,
10340.0,BONAP,1.0,1996-10-29,1996-11-26,1996-11-08,3.0,166.31,Bon app',"12, rue des Bouchers",Marseille,,13008,France,1,sql,bonap,1,,,,
10341.0,SIMOB,7.0,1996-10-29,1996-11-26,1996-11-05,3.0,26.78,Simons bistro,Vinbæltet 34,Kobenhavn,,1734,Denmark,1,sql,simob,7,,,,
10342.0,FRANK,4.0,1996-10-30,1996-11-13,1996-11-04,2.0,54.83,Frankenversand,Berliner Platz 43,München,,80805,Germany,1,sql,frank,4,,,,
10343.0,LEHMS,4.0,1996-10-31,1996-11-28,1996-11-06,1.0,110.37,Lehmanns Marktstand,Magazinweg 7,Frankfurt a.M.,,60528,Germany,1,sql,lehms,4,,,,
10344.0,WHITC,4.0,1996-11-01,1996-11-29,1996-11-05,2.0,23.29,White Clover Markets,1029 - 12th Ave. S.,Seattle,WA,98124,USA,1,sql,whitc,4,,,,
10345.0,QUICK,2.0,1996-11-04,1996-12-02,1996-11-11,2.0,249.06,QUICK-Stop,Taucherstraße 10,Cunewalde,,01307,Germany,1,sql,quick,2,,,,
10346.0,RATTC,3.0,1996-11-05,1996-12-17,1996-11-08,3.0,142.08,Rattlesnake Canyon Grocery,2817 Milton Dr.,Albuquerque,NM,87110,USA,1,sql,rattc,3,,,,
10347.0,FAMIA,4.0,1996-11-06,1996-12-04,1996-11-08,3.0,3.1,Familia Arquibaldo,"Rua Orós, 92",Sao Paulo,SP,05442-030,Brazil,1,sql,famia,4,,,,
10348.0,WANDK,4.0,1996-11-07,1996-12-05,1996-11-15,2.0,0.78,Die Wandernde Kuh,Adenauerallee 900,Stuttgart,,70563,Germany,1,sql,wandk,4,,,,
10349.0,SPLIR,7.0,1996-11-08,1996-12-06,1996-11-15,1.0,8.63,Split Rail Beer & Ale,P.O. Box 555,Lander,WY,82520,USA,1,sql,splir,7,,,,
10350.0,LAMAI,6.0,1996-11-11,1996-12-09,1996-12-03,2.0,64.19,La maison d'Asie,1 rue Alsace-Lorraine,Toulouse,,31000,France,1,sql,lamai,6,,,,
10351.0,ERNSH,1.0,1996-11-11,1996-12-09,1996-11-20,1.0,162.33,Ernst Handel,Kirchgasse 6,Graz,,8010,Austria,1,sql,ernsh,1,,,,
10352.0,FURIB,3.0,1996-11-12,1996-11-26,1996-11-18,3.0,1.3,Furia Bacalhau e Frutos do Mar,Jardim das rosas n. 32,Lisboa,,1675,Portugal,1,sql,furib,3,,,,
10353.0,PICCO,7.0,1996-11-13,1996-12-11,1996-11-25,3.0,360.63,Piccolo und mehr,Geislweg 14,Salzburg,,5020,Austria,1,sql,picco,7,,,,
10354.0,PERIC,8.0,1996-11-14,1996-12-12,1996-11-20,3.0,53.8,Pericles Comidas clásicas,Calle Dr. Jorge Cash 321,México D.F.,,05033,Mexico,1,sql,peric,8,,,,
10355.0,AROUT,6.0,1996-11-15,1996-12-13,1996-11-20,1.0,41.95,Around the Horn,Brook Farm Stratford St. Mary,Colchester,Essex,CO7 6JX,UK,1,sql,arout,6,,,,
10356.0,WANDK,6.0,1996-11-18,1996-12-16,1996-11-27,2.0,36.71,Die Wandernde Kuh,Adenauerallee 900,Stuttgart,,70563,Germany,1,sql,wandk,6,,,,
10357.0,LILAS,1.0,1996-11-19,1996-12-17,1996-12-02,3.0,34.88,LILA-Supermercado,Carrera 52 con Ave. Bolívar #65-98 Llano Largo,Barquisimeto,Lara,3508,Venezuela,1,sql,lilas,1,,,,
10358.0,LAMAI,5.0,1996-11-20,1996-12-18,1996-11-27,1.0,19.64,La maison d'Asie,1 rue Alsace-Lorraine,Toulouse,,31000,France,1,sql,lamai,5,,,,
10359.0,SEVES,5.0,1996-11-21,1996-12-19,1996-11-26,3.0,288.43,Seven Seas Imports,90 Wadhurst Rd.,London,,OX15 4NB,UK,1,sql,seves,5,,,,
10360.0,BLONP,4.0,1996-11-22,1996-12-20,1996-12-02,3.0,131.7,Blondel père et fils,"24, place Kléber",Strasbourg,,67000,France,1,sql,blonp,4,,,,
10361.0,QUICK,1.0,1996-11-22,1996-12-20,1996-12-03,2.0,183.17,QUICK-Stop,Taucherstraße 10,Cunewalde,,01307,Germany,1,sql,quick,1,,,,
10362.0,BONAP,3.0,1996-11-25,1996-12-23,1996-11-28,1.0,96.04,Bon app',"12, rue des Bouchers",Marseille,,13008,France,1,sql,bonap,3,,,,
10363.0,DRACD,4.0,1996-11-26,1996-12-24,1996-12-04,3.0,30.54,Drachenblut Delikatessen,Walserweg 21,Aachen,,52066,Germany,1,sql,dracd,4,,,,
10364.0,EASTC,1.0,1996-11-26,1997-01-07,1996-12-04,1.0,71.97,Eastern Connection,35 King George,London,,WX3 6FW,UK,1,sql,eastc,1,,,,
10365.0,ANTON,3.0,1996-11-27,1996-12-25,1996-12-02,2.0,22.0,Antonio Moreno Taquería,Mataderos  2312,México D.F.,,05023,Mexico,1,sql,anton,3,,,,
10366.0,GALED,8.0,1996-11-28,1997-01-09,1996-12-30,2.0,10.14,Galería del gastronómo,"Rambla de Cataluña, 23",Barcelona,,8022,Spain,1,sql,galed,8,,,,
10367.0,VAFFE,7.0,1996-11-28,1996-12-26,1996-12-02,3.0,13.55,Vaffeljernet,Smagsloget 45,Århus,,8200,Denmark,1,sql,vaffe,7,,,,
10368.0,ERNSH,2.0,1996-11-29,1996-12-27,1996-12-02,2.0,101.95,Ernst Handel,Kirchgasse 6,Graz,,8010,Austria,1,sql,ernsh,2,,,,
10369.0,SPLIR,8.0,1996-12-02,1996-12-30,1996-12-09,2.0,195.68,Split Rail Beer & Ale,P.O. Box 555,Lander,WY,82520,USA,1,sql,splir,8,,,,
10370.0,CHOPS,6.0,1996-12-03,1996-12-31,1996-12-27,2.0,1.17,Chop-suey Chinese,Hauptstr. 31,Bern,,3012,Switzerland,1,sql,chops,6,,,,
10371.0,LAMAI,1.0,1996-12-03,1996-12-31,1996-12-24,1.0,0.45,La maison d'Asie,1 rue Alsace-Lorraine,Toulouse,,31000,France,1,sql,lamai,1,,,,
10372.0,QUEEN,5.0,1996-12-04,1997-01-01,1996-12-09,2.0,890.78,Queen Cozinha,"Alameda dos Canàrios, 891",Sao Paulo,SP,05487-020,Brazil,1,sql,queen,5,,,,
10373.0,HUNGO,4.0,1996-12-05,1997-01-02,1996-12-11,3.0,124.12,Hungry Owl All-Night Grocers,8 Johnstown Road,Cork,Co. Cork,,Ireland,1,sql,hungo,4,,,,
10374.0,WOLZA,1.0,1996-12-05,1997-01-02,1996-12-09,3.0,3.94,Wolski Zajazd,ul. Filtrowa 68,Warszawa,,01-012,Poland,1,sql,wolza,1,,,,
10375.0,HUNGC,3.0,1996-12-06,1997-01-03,1996-12-09,2.0,20.12,Hungry Coyote Import Store,City Center Plaza 516 Main St.,Elgin,OR,97827,USA,1,sql,hungc,3,,,,
10376.0,MEREP,1.0,1996-12-09,1997-01-06,1996-12-13,2.0,20.39,Mère Paillarde,43 rue St. Laurent,Montréal,Québec,H1J 1C3,Canada,1,sql,merep,1,,,,
10377.0,SEVES,1.0,1996-12-09,1997-01-06,1996-12-13,3.0,22.21,Seven Seas Imports,90 Wadhurst Rd.,London,,OX15 4NB,UK,1,sql,seves,1,,,,
10378.0,FOLKO,5.0,1996-12-10,1997-01-07,1996-12-19,3.0,5.44,Folk och fä HB,Åkergatan 24,Bräcke,,S-844 67,Sweden,1,sql,folko,5,,,,
10379.0,QUEDE,2.0,1996-12-11,1997-01-08,1996-12-13,1.0,45.03,Que Delícia,"Rua da Panificadora, 12",Rio de Janeiro,RJ,02389-673,Brazil,1,sql,quede,2,,,,
10380.0,HUNGO,8.0,1996-12-12,1997-01-09,1997-01-16,3.0,35.03,Hungry Owl All-Night Grocers,8 Johnstown Road,Cork,Co. Cork,,Ireland,1,sql,hungo,8,,,,
10381.0,LILAS,3.0,1996-12-12,1997-01-09,1996-12-13,3.0,7.99,LILA-Supermercado,Carrera 52 con Ave. Bolívar #65-98 Llano Largo,Barquisimeto,Lara,3508,Venezuela,1,sql,lilas,3,,,,
10382.0,ERNSH,4.0,1996-12-13,1997-01-10,1996-12-16,1.0,94.77,Ernst Handel,Kirchgasse 6,Graz,,8010,Austria,1,sql,ernsh,4,,,,
10383.0,AROUT,8.0,1996-12-16,1997-01-13,1996-12-18,3.0,34.24,Around the Horn,Brook Farm Stratford St. Mary,Colchester,Essex,CO7 6JX,UK,1,sql,arout,8,,,,
10384.0,BERGS,3.0,1996-12-16,1997-01-13,1996-12-20,3.0,168.64,Berglunds snabbköp,Berguvsvägen  8,Luleå,,S-958 22,Sweden,1,sql,bergs,3,,,,
10385.0,SPLIR,1.0,1996-12-17,1997-01-14,1996-12-23,2.0,30.96,Split Rail Beer & Ale,P.O. Box 555,Lander,WY,82520,USA,1,sql,splir,1,,,,
10386.0,FAMIA,9.0,1996-12-18,1997-01-01,1996-12-25,3.0,13.99,Familia Arquibaldo,"Rua Orós, 92",Sao Paulo,SP,05442-030,Brazil,1,sql,famia,9,,,,
10387.0,SANTG,1.0,1996-12-18,1997-01-15,1996-12-20,2.0,93.63,Santé Gourmet,Erling Skakkes gate 78,Stavern,,4110,Norway,1,sql,santg,1,,,,
10388.0,SEVES,2.0,1996-12-19,1997-01-16,1996-12-20,1.0,34.86,Seven Seas Imports,90 Wadhurst Rd.,London,,OX15 4NB,UK,1,sql,seves,2,,,,
10389.0,BOTTM,4.0,1996-12-20,1997-01-17,1996-12-24,2.0,47.42,Bottom-Dollar Markets,23 Tsawassen Blvd.,Tsawassen,BC,T2F 8M4,Canada,1,sql,bottm,4,,,,
